,decile1b,decile3,id,decile1,sex,race,cluster,lsat,ugpa,zfygpa,dob_yr,grad,zgpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,gender,parttime,male,race1,race2,dropout,other,asian,black,hisp,pass_bar,bar,tier,index604,indxgrp,indxgrp2
130,4.0,4.0,131,4.0,1,5,5,44,3.4,-0.31,70,Y,-0.35,P,7,P,94,1,3,-63,female,0,0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,6,876.842082,g 700+,i 820+
131,9.0,9.0,132,9.0,2,7,2,41,3.4,0.89,58,Y,0.94,P,7,P,94,1,4,-51,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,829.473663,g 700+,i 820+
132,6.0,7.0,133,7.0,1,7,5,42,3.8,0.35,62,Y,0.35,P,7,P,94,1,4,-55,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,885.2631359999999,g 700+,i 820+
133,7.0,8.0,134,7.0,1,7,4,41.5,3.2,0.43,65,Y,0.73,P,7,P,94,1,3,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,817.3683995,g 700+,h 760-820
134,1.0,2.0,135,2.0,2,7,3,41,2.9,-1.13,68,Y,-0.94,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,779.473663,g 700+,h 760-820
135,4.0,7.0,136,4.0,2,7,4,40,3.8,-0.41,67,Y,0.46,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,853.68419,g 700+,i 820+
136,10.0,3.0,137,10.0,1,7,4,28.3,3.1,1.54,62,Y,-0.82,P,7,P,94,1,2,-55,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,598.9473559,e 580-640,e 580-640
137,2.0,1.0,138,2.0,2,3,4,23.5,3.1,-0.91,56,Y,-1.55,, ,, ,2,1, ,male,1,1,black,a black,NO,0,0,1,0, ,d Never took bar,5,523.1578855,d 520-580,d 520-580
138,6.0,2.0,139,6.0,2,7,3,38,2.8,0.2,68,Y,-1.06,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,722.105244,g 700+,g 700-760
139,4.0,4.0,140,5.0,1,7,1,40,3.2,-0.18,69,Y,-0.39,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,793.6841900000001,g 700+,h 760-820
140,6.0,5.0,141,6.0,2,7,1,25,2.6,0.26,62,Y,-0.09,P,7,P,94,1,3,-55,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,496.84209500000003,c 460-520,c 460-520
141,5.0,3.0,142,5.0,2,7,1,25,2.7,-0.02,67,Y,-0.74,P,7,P,94,1,2,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,506.84209500000003,c 460-520,c 460-520
142,7.0,5.0,143,7.0,1,4,6,28,3.5,0.48,69,Y,-0.04,F,7,F,94,1,2,-62,female,0,0,hisp,c other,NO,0,0,0,0,0,c Failed,1,634.210514,e 580-640,e 580-640
143,2.0,2.0,144,3.0,1,7,2,33,3.5,-0.84,67,Y,-1.19,F,2,F,95,1,4,-65,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,2,713.157879,g 700+,g 700-760
144,,,145,,1,4,5,44,3.6, ,68,Y,0,P,7,P,94,1,3,-61,female,0,0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,6,896.842082,g 700+,i 820+
145,5.0,5.0,146,6.0,1,7,1,36,3.5,0.09,69,Y,-0.01,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,760.526298,g 700+,h 760-820
146,8.0,8.0,147,8.0,1,7,3,48,3.4,0.77,69,Y,0.74,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,939.999974,g 700+,i 820+
147,,,148,8.0,2,7,2,33,2.7,0.57,65,O, ,, ,, ,1,2, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,2,633.157879,e 580-640,e 580-640
148,5.0,3.0,149,5.0,2,7,3,34.5,3,-0.03,54,Y,-0.64,P,7,P,94,1,2,-47,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,686.8420885,f 640-700,f 640-700
149,,,150,,2,7,4,38,2.5, ,61,Y, ,F,7,F,95,2,2,-54,male,1,1,white,b white,NO,0,0,0,0,0,c Failed,5,692.105244,f 640-700,f 640-700
150,5.0,8.0,151,6.0,2,7,3,41,3.2,-0.02,69,Y,0.65,P,7,P,94,1,5,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,809.473663,g 700+,h 760-820
151,,,152,1.0,1,3,4,25.5,2.6,-1.83,69,O, ,, ,, ,1,4, ,female,0,0,black,a black,YES,0,0,1,0, ,e non-Grad,5,504.7368315,c 460-520,c 460-520
152,5.0,5.0,153,6.0,1,7,3,34,2.8,0.01,69,Y,-0.13,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,658.9473519999999,f 640-700,f 640-700
153,7.0,7.0,154,7.0,1,7,6,24,3.2,0.41,51,Y,0.32,P,7,P,94,1,3,-44,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,1,541.052622,d 520-580,d 520-580
154,,,155,,1,7,3,41,2.8, ,69,Y,-1.78,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,769.473663,g 700+,h 760-820
155,9.0,9.0,156,10.0,2,7,3,35.5,3.8,1.27,68,Y,1,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,782.6315615,g 700+,h 760-820
156,6.0,5.0,157,7.0,2,7,3,33,2,0.3,64,Y,-0.05,P,7,P,94,1,3,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,563.157879,d 520-580,d 520-580
157,5.0,4.0,158,5.0,2,7,3,34,3.5,-0.07,69,Y,-0.38,P,7,P,94,1, ,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,728.9473519999999,g 700+,g 700-760
158,5.0,4.0,159,5.0,1,3,3,28,2.3,-0.16,67,Y,-0.5,P,7,P,94,1,3,-60,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,3,514.210514,c 460-520,c 460-520
159,6.0,7.0,160,7.0,1,7,3,31,3.5,0.3,69,Y,0.34,P,7,P,94,1,2,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,681.578933,f 640-700,f 640-700
160,7.0,7.0,161,7.0,1,7,1,41,3.8,0.48,69,Y,0.35,P,6,P,94,1,3,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,869.473663,g 700+,i 820+
161,,,162,1.0,1,2,1,33.5,2.5,-2.43,67,O, ,, ,, ,1,2, ,female,0,0,asian,c other,YES,0,1,0,0, ,e non-Grad,4,621.0526155,e 580-640,e 580-640
162,6.0,3.0,163,6.0,1,7,4,35.5,3.1,0.14,69,Y,-0.65,P,7,P,94,1,5,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,712.6315615,g 700+,g 700-760
163,,,164,5.0,2,3,6,33,2.7,-0.11,67,O, ,, ,, ,1,3, ,male,0,1,black,a black,YES,0,0,1,0, ,e non-Grad,1,633.157879,e 580-640,e 580-640
164,3.0,4.0,165,3.0,1,7,2,31,3.7,-0.54,66,Y,-0.33,F,7,P,95,1,2,-59,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,701.578933,g 700+,g 700-760
165,,,166,1.0,1,3,6,24,2.8,-1.68,59,O, ,, ,, ,1,3, ,female,0,0,black,a black,YES,0,0,1,0, ,e non-Grad,1,501.052622,c 460-520,c 460-520
166,10.0,10.0,167,10.0,2,7,2,31,3.7,2.06,66,Y,2.27,, ,, ,1,4, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,2,701.578933,g 700+,g 700-760
167,7.0,6.0,168,7.0,1,7,3,44,2.1,0.51,61,Y,0.09,P,7,P,94,1,4,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,746.842082,g 700+,g 700-760
168,7.0,7.0,169,7.0,1,7,3,36,3.6,0.45,69,Y,0.44,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,770.526298,g 700+,h 760-820
169,4.0,5.0,170,4.0,2,7,1,36,3.1,-0.25,69,Y,-0.05,P,2,P,94,1,5,-67,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,720.526298,g 700+,g 700-760
170,1.0,1.0,171,2.0,2,7,1,44,3.7,-1.26,62,Y,-1.42,P,2,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,906.842082,g 700+,i 820+
171,2.0,1.0,172,2.0,2,7,4,44,2.7,-1.03,67,Y,-1.85,P,7,P,94,1,2,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,806.842082,g 700+,h 760-820
172,7.0,5.0,173,7.0,2,7,3,32,3,0.37,69,Y,-0.1,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,647.368406,f 640-700,f 640-700
173,6.0,6.0,174,6.0,2,7,1,42,3.5,0.09,68,Y,0.08,P,7,P,95,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,855.263136,g 700+,i 820+
174,2.0,3.0,175,2.0,2,7,2,33,2.8,-0.91,69,Y,-0.82,F,7,P,95,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,643.157879,f 640-700,f 640-700
175,4.0,9.0,176,5.0,2,3,6,31,3.1,-0.19,68,Y,1.07,P,2,P,95,1,4,-66,male,0,1,black,a black,NO,0,0,1,0,1,a Passed 1st time,1,641.578933,f 640-700,f 640-700
176,7.0,4.0,177,7.0,2,7,1,34,3.6,0.45,64,Y,-0.5,P,7,P,95,2,4,-57,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,738.947352,g 700+,g 700-760
177,10.0,8.0,178,10.0,2,7,1,39,3.3,1.34,67,Y,0.64,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,787.8947169999999,g 700+,h 760-820
178,6.0,5.0,179,6.0,1,7,1,33,3.7,0.27,67,Y,-0.14,P,7,P,94,1,3,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,733.157879,g 700+,g 700-760
179,7.0,4.0,180,7.0,2,7,1,42,3.7,0.4,66,Y,-0.37,P,7,P,94,1,3,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,875.263136,g 700+,i 820+
180,7.0,7.0,181,7.0,2,7,3,41,3,0.34,67,Y,0.35,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,789.473663,g 700+,h 760-820
181,5.0,7.0,182,5.0,2,7,1,33,3.6,0,69,Y,0.4,P,7,P,95,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,723.157879,g 700+,g 700-760
182,,,183,1.0,1,3,1,26,3.2,-1.36,69,Y, ,, ,, ,1,3, ,female,0,0,black,a black,NO,0,0,1,0, ,d Never took bar,4,572.631568,d 520-580,d 520-580
183,2.0,1.0,184,2.0,1,7,1,34,3.3,-0.92,56,Y,-1.86,F,7,F,95,2,3,-49,female,1,0,white,b white,NO,0,0,0,0,0,c Failed,4,708.9473519999999,g 700+,g 700-760
184,2.0,4.0,185,3.0,2,7,3,43,2.5,-0.81,56,Y,-0.36,P,7,P,95,2,4,-49,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,771.052609,g 700+,h 760-820
185,8.0,8.0,186,8.0,1,7,3,36,3.3,0.69,69,Y,0.82,, ,, ,1,4, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,3,740.526298,g 700+,g 700-760
186,9.0,9.0,187,9.0,2,7,3,37,3.7,1.08,69,Y,0.98,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,796.315771,g 700+,h 760-820
187,10.0,9.0,188,10.0,2,7,3,40,2.7,1.49,67,Y,1.14,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,743.6841900000001,g 700+,g 700-760
188,,,189,,2,7,1,35,3.4, ,62,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,4,734.736825,g 700+,g 700-760
189,,,190,8.0,2,7,5,45,3.4,0.66,69,Y, ,P,7,P,94,1,5,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,892.6315549999999,g 700+,i 820+
190,8.0,9.0,191,8.0,1,7,3,35,3,0.76,64,Y,0.94,P,7,P,94,1,4,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,694.736825,f 640-700,f 640-700
191,3.0,4.0,192,3.0,2,7,3,45,3.2,-0.54,69,Y,-0.53,P,2,P,94,1, ,-67,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,872.6315549999999,g 700+,i 820+
192,10.0,10.0,193,10.0,1,7,3,38,3.6,1.39,65,Y,1.6,P,7,P,94,1,2,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,802.105244,g 700+,h 760-820
193,,,194,,1,7,3,41,3, ,64,X, ,, ,, ,1,3, ,female,0,0,white,b white,NO,0,0,0,0, ,,3,789.473663,g 700+,h 760-820
194,7.0,6.0,195,7.0,1,7,3,34,3.3,0.39,67,Y,0.24,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,708.9473519999999,g 700+,g 700-760
195,3.0,3.0,196,3.0,2,7,3,39,3.6,-0.68,66,Y,-0.8,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,817.894717,g 700+,h 760-820
196,6.0,8.0,197,6.0,2,7,1,42,3.8,0.26,68,Y,0.62,P,7,P,95,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,885.2631359999999,g 700+,i 820+
197,,,198,2.0,1,7,1,43,3.5,-1.17,69,Y, ,, ,, ,1,4, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,4,871.052609,g 700+,i 820+
198,7.0,9.0,199,7.0,1,7,1,47,2.5,0.44,67,Y,1.08,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,834.210501,g 700+,i 820+
199,2.0,1.0,200,2.0,1,4,4,40,3.1,-1.03,66,Y,-1.78,F,2,P,95,1,4,-64,female,0,0,hisp,c other,NO,0,0,0,0,1,b Passed 2nd time,5,783.6841900000001,g 700+,h 760-820
200,5.0,5.0,201,5.0,1,7,1,34,2.8,0.02,52,Y,-0.07,P,7,P,94,1,4,-45,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,658.9473519999999,f 640-700,f 640-700
201,4.0,3.0,202,5.0,1,7,3,34,3.5,-0.2,70,Y,-0.57,P,7,P,94,1,4,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,728.9473519999999,g 700+,g 700-760
202,8.0,9.0,203,8.0,2,7,3,38,3,0.7,67,Y,0.89,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,742.105244,g 700+,g 700-760
203,3.0,3.0,204,3.0,2,7,3,33,3.1,-0.52,53,Y,-0.76,P,7,P,95,2,3,-46,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,673.157879,f 640-700,f 640-700
204,7.0,8.0,205,7.0,2,7,3,37,2.9,0.39,66,Y,0.73,P,2,P,94,1,4,-64,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,716.3157709999999,g 700+,g 700-760
205,6.0,7.0,206,6.0,1,7,3,37,3.6,0.19,66,Y,0.3,P,7,P,94,1,4,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,786.315771,g 700+,h 760-820
206,3.0,4.0,207,4.0,2,7,2,34,3.2,-0.54,68,Y,-0.44,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,698.947352,f 640-700,f 640-700
207,6.0,6.0,208,6.0,2,2,4,39,3.5,0.23,69,Y,0.11,P,7,P,94,1,4,-62,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,5,807.8947169999999,g 700+,h 760-820
208,8.0,8.0,209,8.0,2,7,1,40,3.7,0.8,69,Y,0.64,P,2,P,95,1,4,-67,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,843.6841900000001,g 700+,i 820+
209,10.0,10.0,210,10.0,1,7,4,42,3.9,2.18,70,Y,2,P,7,P,94,1,4,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,895.2631359999999,g 700+,i 820+
210,3.0,3.0,211,3.0,1,7,2,26,3.1,-0.58,67,Y,-0.69,F,7,P,95,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,562.631568,d 520-580,d 520-580
211,1.0,2.0,212,1.0,2,7,1,40,3,-1.82,67,Y,-1.27,P,2,P,95,1,4,-65,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,773.68419,g 700+,h 760-820
212,5.0,3.0,213,5.0,1,7,4,33,3.5,-0.08,69,Y,-0.6,F,7,P,95,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,5,713.157879,g 700+,g 700-760
213,1.0,1.0,214,1.0,2,7,2,34,3,-2.51,67,Y,-1.5,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,678.9473519999999,f 640-700,f 640-700
214,,,215,7.0,1,7,4,42,3,0.52,70,X, ,P,7,P,94,1,4,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,805.263136,g 700+,h 760-820
215,,,216,8.0,2,7,3,38,3.4,0.74,66,Y, ,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,782.105244,g 700+,h 760-820
216,3.0,5.0,217,4.0,2,7,2,37,2.4,-0.51,68,Y,-0.27,P,7,P,95,2,4,-61,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,666.3157709999999,f 640-700,f 640-700
217,1.0,3.0,218,1.0,2,7,3,42,3.3,-1.59,69,Y,-0.82,P,7,P,95,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,835.2631359999999,g 700+,i 820+
218,,,219,6.0,2,7,3,33,3.6,0.04,66,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,723.157879,g 700+,g 700-760
219,2.0,2.0,220,3.0,2,4,5,48,3.2,-0.84,68,Y,-1.09,P,7,P,94,1,3,-61,male,0,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,6,919.999974,g 700+,i 820+
220,3.0,3.0,221,4.0,2,7,6,25.5,2.5,-0.4,66,Y,-0.75,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,1,494.7368315,c 460-520,c 460-520
221,5.0,4.0,222,5.0,1,7,1,40,3.9,-0.16,69,Y,-0.37,P,7,P,95,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,863.68419,g 700+,i 820+
222,8.0,10.0,223,8.0,1,7,1,40,4,0.66,62,Y,1.57,P,7,P,94,1,4,-55,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,873.68419,g 700+,i 820+
223,8.0,7.0,224,9.0,2,7,3,35.5,3.4,0.85,65,Y,0.37,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,742.6315615,g 700+,g 700-760
224,10.0,9.0,225,10.0,2,7,3,33,3.8,1.58,67,Y,1.24,P,7,P,94,1,2,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,743.157879,g 700+,g 700-760
225,,,226,,2,7,3,41,3.5, ,69,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,839.473663,g 700+,i 820+
226,,,227,,2,4, ,28,2.2,-0.31,66,Y,-1.45,P,2,P,95,2,3,-64,male,1,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time, ,504.210514,c 460-520,c 460-520
227,6.0,5.0,228,7.0,1,7,1,34,3.7,0.33,69,Y,-0.01,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,748.947352,g 700+,g 700-760
228,9.0,7.0,229,9.0,1,7,3,33,3.4,1.01,69,Y,0.41,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,703.157879,g 700+,g 700-760
229,,,230,,1,7,5,37.7,3.1, ,67,Y, ,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,747.3684021,g 700+,g 700-760
230,5.0,5.0,231,5.0,1,7,1,44,3.5,-0.15,61,Y,-0.03,P,7,P,94,1,3,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,886.842082,g 700+,i 820+
231,2.0,3.0,232,2.0,1,7,3,37,2.4,-1.1,66,Y,-0.73,P,7,P,94,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,666.3157709999999,f 640-700,f 640-700
232,8.0,7.0,233,8.0,1,7,3,38,3.3,0.61,67,Y,0.4,P,2,P,95,1,4,-65,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,772.105244,g 700+,h 760-820
233,6.0,7.0,234,6.0,1,7,1,41,3.4,0.12,69,Y,0.4,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,829.473663,g 700+,i 820+
234,7.0,8.0,235,7.0,2,7,1,35,3.7,0.45,69,Y,0.59,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,764.736825,g 700+,h 760-820
235,6.0,8.0,236,6.0,2,7,1,41,3.6,0.26,67,Y,0.77,P,7,P,94, ,4,-60,male, ,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,849.473663,g 700+,i 820+
236,7.0,8.0,237,7.0,1,7,5,40,3.8,0.55,69,Y,0.65,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,853.68419,g 700+,i 820+
237,10.0,10.0,238,10.0,2,7,3,40,2.7,1.49,66,Y,1.56,P,2,P,95,2,3,-64,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,743.6841900000001,g 700+,g 700-760
238,9.0,9.0,239,9.0,2,7,1,37,3.6,1.21,64,Y,1.22,P,7,P,94,1,3,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,786.315771,g 700+,h 760-820
239,7.0,4.0,240,7.0,2,7,3,36,2.6,0.39,66,Y,-0.39,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,670.526298,f 640-700,f 640-700
240,10.0,10.0,241,10.0,2,7,1,44,3.3,1.57,65,Y,1.72,P,7,P,94,1,5,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,866.842082,g 700+,i 820+
241,8.0,10.0,242,8.0,2,7,4,37,3.3,0.82,65,Y,1.52,P,7,P,94,1,3,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,756.3157709999999,g 700+,g 700-760
242,,,243,2.0,1,2,1,30,3,-1.17,63,Y, ,, ,, ,1,1, ,female,0,0,asian,c other,NO,0,1,0,0, ,d Never took bar,4,615.78946,e 580-640,e 580-640
243,9.0,10.0,244,9.0,1,7,3,37,3.4,1.02,55,Y,2.04,P,7,P,95,2,4,-48,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,766.3157709999999,g 700+,h 760-820
244,2.0,1.0,245,3.0,1,7,3,32.3,2.5,-0.79,63,Y,-1.75,P,2,P,95,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,602.1052479,e 580-640,e 580-640
245,,,246,1.0,1,7,4,36,2.8,-1.73,67,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,5,690.526298,f 640-700,f 640-700
246,1.0,1.0,247,1.0,2,4,1,29,3.3,-1.59,63,Y,-1.42,P,2,P,95,1,2,-61,male,0,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,4,629.9999869999999,e 580-640,e 580-640
247,5.0,6.0,248,5.0,1,7,1,40,2.7,-0.12,65,Y,0.03,P,7,P,94,1,4,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,743.6841900000001,g 700+,g 700-760
248,4.0,6.0,249,5.0,2,7,3,33,3.2,-0.21,68,Y,0.01,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,683.157879,f 640-700,f 640-700
249,7.0,7.0,250,7.0,2,7,3,40,3.8,0.4,67,Y,0.51,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,853.68419,g 700+,i 820+
250,4.0,6.0,251,5.0,1,7,3,33,2.7,-0.24,64,Y,0.1,P,7,P,94,1,4,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,633.157879,e 580-640,e 580-640
251,2.0,2.0,252,2.0,2,2,5,43,3.6,-1.07,67,Y,-0.94,P,7,P,94,1,2,-60,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,6,881.052609,g 700+,i 820+
252,,,253,,2,7,5,39,3.7, ,68,Y, ,, ,, ,1,4, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,6,827.894717,g 700+,i 820+
253,9.0,3.0,254,9.0,2,7,1,26,2.6,1.28,68,Y,-0.85,F,7,F,94,2,4,-61,male,1,1,white,b white,NO,0,0,0,0,0,c Failed,4,512.631568,c 460-520,c 460-520
254,,,255,6.0,2,7,3,42,2.9,0.17,68,Y, ,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,795.2631359999999,g 700+,h 760-820
255,4.0,5.0,256,4.0,1,7,3,32,3.3,-0.37,63,Y,-0.15,F,7,P,95,1,4,-56,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,677.3684059999999,f 640-700,f 640-700
256,6.0,7.0,257,6.0,1,7,4,35.5,3.7,0.15,69,Y,0.32,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,772.6315615,g 700+,h 760-820
257,10.0,3.0,258,10.0,1,7,3,32,3.4,1.34,54,Y,-0.78,P,2,P,95,2,3,-52,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,687.3684059999999,f 640-700,f 640-700
258,2.0,2.0,259,2.0,2,7,3,46,2.9,-0.86,65,Y,-1.09,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,858.421028,g 700+,i 820+
259,6.0,8.0,260,6.0,2,7,1,40,3,0.14,67,Y,0.57,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,773.68419,g 700+,h 760-820
